Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
CN114510196,A,"Storage device, electronic system including the same, and method for operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/BCfgjGjKC1bvFyq93son0w%3D%3D,G06F00306000,G06F0003061000,711004000
KR20220066601,A,"Storage device, electronic system including the same storage device and the mehod of operating the same storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/St88qSGuO-eV9vwxybHuxg%3D%3D,G06F01202000,G06F0003061000,711004000
US11775215,B2,"Storage device with host-controlled operation mode, electronic system including the same, and method of operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/iShTIOJhrYKito2tjcv8-w%3D%3D,G06F00306000,G06F0003061000,711004000
US20170255389,A1,"Data transmitting method, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/0Oj7qdOTJ_P1ZMbGgzeB9Q%3D%3D,G06F00306000,G06F0003060500,711004000
US9875027,B2,"Data transmitting method, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/QVTHo8CTPmATQLCbyM7RPQ%3D%3D,G06F01200000,G06F0003060500,710244000
US20230259306,A1,"Memory control method, memory storage device and memory control circuit unit","Phison Electronics Corp.",https://patentscout.innography.com/share/nV3ipL_o6trsy24w6qIoJA%3D%3D,G06F00306000,G06F0003067900,711004000
US12093567,B2,"Method for writing data to multiple chip enabled regions in memory module, memory storage device and memory control circuit unit","Phison Electronics Corp.",https://patentscout.innography.com/share/Sdr4Emt_US5Sq8dJIScLCg%3D%3D,G06F00306000,G06F0003067900,711004000
CN107037976,B,"Storage device and working method thereof","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/jE1JpcpTbWI7mIuo9QCuGA%3D%3D,G06F00306000,G06F0003065500,711004000
CN103858091,A,"A storage device management method and device","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/xRh6dH6m3w3DDaohkf6DtQ%3D%3D,G06F00306000,G06F0003067000,711004000
CN103858091,B,"A storage device management method and device","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/AVAhfHYtHTxyq88HBAE0fQ%3D%3D,G06F00306000,G06F0003067000,711004000
US20230384971,A1,"Data storage device and method for device-initiated hibernation","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/hsAbv-iCoIN-uRoM6pWizA%3D%3D,G06F00306000,G06F0003065900,711004000
US20240354033,A1,"Data storage device and method for device-initiated hibernation","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/jGzIXC1cxEu6W105uT5HcA%3D%3D,G06F00306000,G06F0003065900,711004000
KR20240008590,A,"Storage device and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/aV5AWFqX5ZZnSfGVPqOjqA%3D%3D,G06F00306000,G06F0003061900,711004000
US20140297988,A1,"Storage device, allocation release control method","Fujitsu Limited",https://patentscout.innography.com/share/FTCcPXxUAF8krzkqNRMciw%3D%3D,G06F01202000,G06F0003068900,711170000
US20180150220,A1,"System and method for improving storage device i/o performance","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/4JxoP5FVK6JZDB65TuOcyw%3D%3D,G06F00306000,G06F0003061000,711004000
US11347640,B2,"Data storage device and data processing method","Silicon Motion, Inc.",https://patentscout.innography.com/share/6_S9HOQE40xtStexDzkTsw%3D%3D,G06F01202000,G06F0003061000,345543000
CN114730250,A,"Weighing read commands in accordance with partitions in a storage device","Western Digital Technologies Inc.",https://patentscout.innography.com/share/ZDffOMaLCsG8rjMk_XT0nA%3D%3D,G06F00306000,G06F0003067900,711004000
CN113805814,B,"Cache management method, device, storage device and readable storage medium","Hosin Global Electronics Co., Ltd.",https://patentscout.innography.com/share/YpTRIu7NHVxByR0x7_Su5A%3D%3D,G06F00306000,G06F0003061600,711004000
KR20240139438,A,"Storage device, electronic device including storage device, and operating method of electronic device including storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/HH5mdDIoIFl2_I6o0mYiBA%3D%3D,G06F00306000,G06F0003065200,711004000
US20240338136,A1,"Storage device reading and writing cold data based on identifier and operating method of the storage device","Sk Hynix Inc.",https://patentscout.innography.com/share/qBFKUslHBjTuxMXnu9ipRA%3D%3D,G06F00306000,G06F0003060400,711004000
KR20240150837,A,"Storage device reading and writing cold data based on identifier and operating method of the storage device","Sk Hynix Inc.",https://patentscout.innography.com/share/9N53nQTGvPg-k3bk4FxFHg%3D%3D,G06F00306000,G06F0003060400,711004000
US20240370196,A1,"Storage device and operating method of storage device","Samsung Electronics Co, Ltd.",https://patentscout.innography.com/share/1-FsUafYNiLEdhLH_7P3lA%3D%3D,G06F00306000,G06F0003062000,711004000
KR20240160435,A,"Storage device and operating method of storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/TLx8UYCPMuuKEvmcf3E2XA%3D%3D,G06F00306000,G06F0003062000,711004000
US20190129636,A1,"Storage device and method for adaptive sleep mode transitions","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/wGBPAsHo0zFtC6G3jGiBAw%3D%3D,G06F00306000,G06F0003063400,711004000
US10732871,B2,"Storage device and method for adaptive sleep mode transitions","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/CPD1G7E_duY_sdA7xM2nGQ%3D%3D,G06F00306000,G06F0003063400,711004000
US20190146705,A1,"Data storage device and methods for processing data in the data storage device","Silicon Motion, Inc.",https://patentscout.innography.com/share/hEZ0x5Qn_FmFyYLmOLghrQ%3D%3D,G06F00306000,G06F0003064700,711004000
US20250123764,A1,"Storage device for managing super block and method of operating the same","Sk Hynix Inc.",https://patentscout.innography.com/share/Fy-UOrOc2CIOguO6SMw6YQ%3D%3D,G06F00306000,G06F0003060400,711004000
KR20250052052,A,"Storage device for managing super block and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/5tDMyTtkF0v8WGENen1C8w%3D%3D,G06F00306000,G06F0003060400,711004000
US20250181272,A1,"Memory controller, storage device, and host-storage system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/dXTGewUIf2_5Sdvmg1OnEw%3D%3D,G06F00306000,G06F0003061300,711004000
US20220291873,A1,"Logical storage device access using datastore-level keys in an encrypted storage environment","Credit Suisse Ag, Cayman Islands Branch",https://patentscout.innography.com/share/-q2vAAzd5ztZWssl5EaNxw%3D%3D,G06F00306000,G06F0003066400,711004000
US11385800,B2,"Information processing system for controlling storage device","Kioxia Corporation",https://patentscout.innography.com/share/4GPVJriDQY-craPDpXEmDA%3D%3D,G06F00306000,G06F0003061900,711004000
US20160092113,A1,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/VMvJNBuzagypQJzkhY1yxw%3D%3D,G06F00306000,G06F0003060800,711004000
US9645739,B2,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/Xmhq_KBFg3eLD4eB5feKUA%3D%3D,G06F01200000,G06F0003060800,710244000
CN106662985,A,"A non-volatile memory host management","Intel Corporation",https://patentscout.innography.com/share/qTvkb88fiIhRSAMECiSbYQ%3D%3D,G06F00306000,G06F0003060800,711004000
KR102275563,B1,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/R-Cfmh5YKx1uYy-R_2g_CQ%3D%3D,G06F01202000,G06F0003060800,345543000
KR102812830,B1,"Memory controller and storage device having the same","Sk Hynix Inc.",https://patentscout.innography.com/share/Jw9ffspS3A0Ayf4MpQ4lWA%3D%3D,G06F00306000,G06F0003065800,711004000
US20240289022,A1,"Data arrangement method based on file system, memory storage device and memory control circuit unit","Hefei Core Storage Electronic Limited",https://patentscout.innography.com/share/Nm6DsclG2QjEyfz2tO7VlQ%3D%3D,G06F00306000,G06F0003061000,711004000
US12242730,B2,"Data arrangement method based on file system, memory storage device and memory control circuit unit","Hefei Core Storage Electronic Limited",https://patentscout.innography.com/share/0XM-hScuob4Nu3oGE2gZYg%3D%3D,G06F00306000,G06F0003061000,711004000
US20210089212,A1,"Failover for failed secondary in cross-zone replicated block storage devices","Amazon Technologies, Inc.",https://patentscout.innography.com/share/36vzw8zlqf37R-7tEoujkw%3D%3D,G06F00306000,G06F0003061700,711004000
US20230409236,A1,"Active time-based command prioritization in data storage devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/hQysrVPIOxJrYzoPQefyhw%3D%3D,G06F00306000,G06F0003067900,711004000
CN117555474,A,"Data processing method for storage device, related device and storage medium","Shanghai Longsys Digital Technology Co., Ltd.",https://patentscout.innography.com/share/AecP-kdxC_x_0xysZ7ZGoA%3D%3D,G06F00306000,G06F0003061600,711004000
US20240020023,A1,"Storage device and method of operating the same","Sk Hynix Inc.",https://patentscout.innography.com/share/Q7l803oairKAT4l5MmGgUw%3D%3D,G06F00306000,G06F0003061900,711004000
US12105964,B2,"Storage device and method of operating the same","Sk Hynix Inc.",https://patentscout.innography.com/share/zSHy_H1f7H31xnbAr3cH6Q%3D%3D,G06F01200000,G06F0003061900,710244000
KR20240030956,A,"Storage device including nonvolatile memory device and operating method of storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/3JzPRFIGLiSnUSDbBZgqpQ%3D%3D,G06F01202000,G06F0003065800,345543000
CN115437565,A,"Active power consumption management method and system of storage device","Zhiyu Technology (wuhan) Co., Ltd.",https://patentscout.innography.com/share/8UFB1cVOWUKJNoKhClXdrQ%3D%3D,G06F00306000,G06F0003062500,711004000
US20240168684,A1,"Efficient deallocation and reset of zones in storage device","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/qCnpCVpOqRDeCE8fi7fZ5w%3D%3D,G06F00306000,G06F0003063100,711004000
KR20220017832,A,"Control method for storage device of driving recorder and storage device control system","Sigmastar Technology Ltd.",https://patentscout.innography.com/share/F5VlQ59GIxX1TJeO2_mWIA%3D%3D,G06F00306000,G06F0003064300,711004000
CN112099727,B,"Data writing method, memory control circuit unit and memory storage device","Phison Electronics Corporation",https://patentscout.innography.com/share/JscXFcdSVWGCa4TZTfXeYg%3D%3D,G06F00306000,G06F0003067900,711004000
KR20250084389,A,"Memory controller, storage device, and host-storage system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/I8hexWVGn-_NiSGERz-yDw%3D%3D,G06F01210090,G06F0003061300,713340000
US20200042200,A1,"Information processing system for controlling storage device","Kioxia Corporation",https://patentscout.innography.com/share/t0LCTVmv-mIUDXCU7bnHxQ%3D%3D,G06F00306000,G06F0003061900,711004000
US20180004413,A1,"Mapping table updating method, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/UNLLXBwI0FJl208zhNT_ow%3D%3D,G06F00306000,G06F0003061000,711004000
US10303367,B2,"Mapping table updating method without updating the first mapping information, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/kUWf0ceiBzijP5zfGL_vlw%3D%3D,G06F01200000,G06F0003061000,710244000
US20230418493,A1,"Data storage device with data padding and safe and efficient alignment of data zones with data containers","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/EMP02uPUBsOeNXNem4sw6A%3D%3D,G06F00306000,G06F0003061900,711004000
US20240411460,A1,"Storage device and method of operating the same","Sk Hynix Inc.",https://patentscout.innography.com/share/gO5XnGsCEI1sN1wdDVee0w%3D%3D,G06F00306000,G06F0003061900,711004000
US20220076696,A1,"Zoned block command to stream command translator","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/aQp_jljGZ4PKdCL30S9s7g%3D%3D,G11B00509000,G06F0003060700,235462180
US11615805,B2,"Zoned block command to stream command translator","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/YbylshBj4VqnPg1hDxybCQ%3D%3D,G11B00509000,G06F0003060700,235462180
CN118363522,A,"Storage device and operation method of storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/-NnMrkogqFDE9lYCnzOs5A%3D%3D,G06F00306000,G06F0003065800,711004000
KR20240114865,A,"Storage device including nonvolatile memory device and operating method of storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/1-mNxaxuQV-htF5EkPrikg%3D%3D,G06F00306000,G06F0003065800,711004000
US20240143186,A1,"Storage device determining victim memory block for garbage collection or wear leveling, and method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/-kVUCOk17uBr6tSJAqRDbg%3D%3D,G06F00306000,G06F0003065800,711004000
KR20240060048,A,"Storage device and operating method thereof for determining victim block of garbage collection or wear leveling","Sk Hynix Inc.",https://patentscout.innography.com/share/FX-OCVrR9da5M9AQgxpbhg%3D%3D,G06F00306000,G06F0003065800,711004000
US12175089,B2,"Storage device determining victim memory block for garbage collection or wear leveling, and method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/7f4d0-zeJlfvUKrtSyThTQ%3D%3D,G06F00306000,G06F0003065800,711004000
CN108388405,A,"Data storage device and operation method thereof","Silicon Motion, Inc.",https://patentscout.innography.com/share/A6VQ9G_LV92rFEyqBCuBuA%3D%3D,G06F00306000,G06F0003060400,711004000
US11195548,B2,"Zoned block command to stream command translator","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/THcTaEFaRJujpbucUl6ung%3D%3D,G11B00509000,G06F0003060700,235462180
KR20210079394,A,"Znss in solid state drives","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/P42CcPk9WmGp8W8A-x6V2Q%3D%3D,G06F00306000,G06F0003061600,711004000
US9927986,B2,"Data storage device with temperature sensor and temperature calibration circuitry and method of operating same","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/VYclLqe6Rxym3961sghaWg%3D%3D,G06F00306000,G06F0003061100,711004000
CN118901052,A,"Controlled system management based on thermal load of storage device","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/y2LBydsvaTdfy6Y7jg36mw%3D%3D,G06F00120000,G06F0003068800,361679500
US20220206952,A1,"Zns standard based storage device providing data compression and method thereof","Beijing Memblaze Technology Co., Ltd",https://patentscout.innography.com/share/Ky0onc-w-qetKrNOlqfDMA%3D%3D,G06F01210000,G06F0003060800,345568000
CN114691020,A,"Data compression storage device based on zns standard provides method thereof","Shanghai Manbu Information Technology Co., Ltd.",https://patentscout.innography.com/share/FFyienVt3QgNQZUxfiEfnA%3D%3D,G06F00306000,G06F0003060800,711004000
