Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20170153943,A1,"Initiating rebuild actions from ds processing unit errors","Pure Storage, Inc.",https://patentscout.innography.com/share/j9CUuLPpr6oRiPnxnnmFHQ%3D%3D,G06F01110000,G06F0003063500,714807000,2017-06-01,2018-09-11,2017-06-01,2015-11-30,2016-11-29,2018-09-11,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US20170153948,A1,"Securing encoding data slices using an integrity check value list","Pure Storage, Inc.",https://patentscout.innography.com/share/pFk-j4TkQdh6MwPnm0r2vA%3D%3D,G06F01110000,G06F0003063500,714807000,2017-06-01,2018-04-03,2017-06-01,2015-11-30,2016-11-21,2018-04-03,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US20170155520,A1,"Ip multicast message transmission for event notifications","Pure Storage, Inc.",https://patentscout.innography.com/share/SLl7YEwfOfZnGDk4Z0xfqQ%3D%3D,H04L01218000,G06F0003063500,178000000,2017-06-01,2019-09-10,2017-06-01,2015-11-30,2016-10-24,2019-09-10,2017-06-01,2017-06-01,"Hegde, Harsha"
US20170155709,A1,"Dynamic resource selection for uploading multi-part data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/qY9KY7IV-1FE-mrVk0BvHw%3D%3D,H04L02908000,G06F0003063500,455414400,2017-06-01,,2017-06-01,2015-11-30,2016-11-21,2020-06-21,2017-06-01,2017-06-01,"Badanahatti, Venkata Giri|Hegde, Harsha"
US20170155719,A1,"Selectively setting dsn slice data in motion within dsn memory based on conditions at the final data rest points","Pure Storage, Inc.",https://patentscout.innography.com/share/luAj0FtU9paXtEcJbVkYkQ%3D%3D,H04L02908000,G06F0003063500,455414400,2017-06-01,,2017-06-01,2015-11-30,2016-11-01,2020-01-03,2017-06-01,2017-06-01,"Hegde, Harsha"
US9933969,B2,"Securing encoding data slices using an integrity check value list","Pure Storage, Inc.",https://patentscout.innography.com/share/xzio_dT9iizJZWrF4qFGuA%3D%3D,G06F01100000,G06F0003063500,370225000,2017-06-01,2018-04-03,2018-04-03,2015-11-30,2016-11-21,2022-04-03,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US9971538,B2,"Load balancing and service differentiation within a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/ngtKLrS1BmnCCTysFGQQOw%3D%3D,H03M01300000,G06F0003063500,714751000,2017-06-01,2018-05-15,2018-05-15,2015-11-30,2016-11-21,2036-11-21,2017-06-01,2017-06-01,"Badanahatti, Venkata Giri|Hegde, Harsha"
US20180188992,A1,"Securing encoding data slices using an integrity check value list","Pure Storage, Inc.",https://patentscout.innography.com/share/HYwOdlWox2HN_-fjVQfy4g%3D%3D,G06F00306000,G06F0003063500,711004000,2018-07-05,2019-08-20,2018-07-05,2015-11-30,2018-02-20,2019-08-20,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US10073645,B2,"Initiating rebuild actions from ds processing unit errors","Pure Storage, Inc.",https://patentscout.innography.com/share/UIDxcbWj6EpVjD7ucnfRZw%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2018-09-11,2018-09-11,2015-11-30,2016-11-29,2022-09-11,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US10216443,B2,"Proactively deselect storage units for access during major geographic events","Pure Storage, Inc.",https://patentscout.innography.com/share/egl2VFfkRJCt6RpLd6qjwg%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2019-02-26,2019-02-26,2015-11-30,2016-11-01,2023-02-26,2017-06-01,2017-06-01,"Hegde, Harsha"
US10216444,B2,"Requester specified transformations of encoded data in dispersed storage network memory","Pure Storage, Inc.",https://patentscout.innography.com/share/uy2lOito_nrXL9aA-b1-mQ%3D%3D,G06F01100000,G06F0003063500,370225000,2017-06-01,2019-02-26,2019-02-26,2015-11-30,2016-11-16,2036-11-16,2017-06-01,2017-06-01,"Leggette, Wesley B.|Resch, Jason K."
US20190163389,A1,"Requester specified transformations of encoded data in dispersed storage network memory","Pure Storage, Inc.",https://patentscout.innography.com/share/hmCvje_CyW-_obv8hP9OMw%3D%3D,G06F00306000,G06F0003063500,711004000,2019-05-30,,2019-05-30,2015-11-30,2019-01-18,2020-06-05,2017-06-01,2017-06-01,"Leggette, Wesley B.|Resch, Jason K."
US10387063,B2,"Securing encoding data slices using an integrity check value list","Pure Storage, Inc.",https://patentscout.innography.com/share/idpZe_UacCVDmAXQHLi2mQ%3D%3D,G06F01100000,G06F0003063500,370225000,2018-07-05,2019-08-20,2019-08-20,2015-11-30,2018-02-20,2023-08-20,2017-06-01,2017-06-01,"Mcshane, Niall J.|Resch, Jason K.|Volvovski, Ilya"
US10409514,B2,"Ip multicast message transmission for event notifications","Pure Storage, Inc.",https://patentscout.innography.com/share/rajhaDZtosMf9tkyMx7FEQ%3D%3D,G06F01625000,G06F0003063500,713340000,2017-06-01,2019-09-10,2019-09-10,2015-11-30,2016-10-24,2037-05-05,2017-06-01,2017-06-01,"Hegde, Harsha"
US10496308,B2,"Using pseudo dsn memory units to handle data in motion within a dsn memory","Pure Storage, Inc.",https://patentscout.innography.com/share/_8o9oPdRRRR7BUulKjFoGA%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2019-12-03,2019-12-03,2015-11-30,2016-11-01,2023-12-03,2017-06-01,2017-06-01,"Hegde, Harsha"
US20230011540,A1,"Container orchestrator-aware storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/8F2f4siSHXz8zJlZ2R2CBQ%3D%3D,G06F00306000,G06F0003065900,711004000,2023-01-12,2023-11-14,2023-01-12,2021-07-06,2021-07-06,2023-11-14,2023-01-12,2023-01-12,"Pabón, Luis Pablo|Neelakantam, Naveen|Vohra, Taher"
US11816356,B2,"Container orchestrator-aware storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/v7krYivuRupqM-6DEEdYUA%3D%3D,G06F00306000,G06F0003065900,345506000,2023-01-12,2023-11-14,2023-11-14,2021-07-06,2021-07-06,2041-11-17,2023-01-12,2023-01-12,"Pabón, Luis Pablo|Neelakantam, Naveen|Vohra, Taher"
US20200310659,A1,"Reliability based flash page sizing","Pure Storage, Inc.",https://patentscout.innography.com/share/d6Ji5kx7e_bbfA8nX2BqWQ%3D%3D,G06F00306000,G06F0003061900,711004000,2020-10-01,2022-05-17,2020-10-01,2019-03-29,2019-03-29,2022-05-17,2020-10-01,2020-10-01,"Kannan, Hari"
US20210232323,A1,"Managing voltage threshold shifts","Pure Storage, Inc.",https://patentscout.innography.com/share/GahLwpqsp46_w6bfSzCHGg%3D%3D,G06F00306000,G06F0003068800,711004000,2021-07-29,,2021-07-29,2019-03-29,2021-04-16,2039-03-29,2021-07-29,2020-10-01,"Kannan, Hari|Miladinovic, Nenad|Verwillow, Eric Michael|Yeung, Davis"
US11334254,B2,"Reliability based flash page sizing","Pure Storage, Inc.",https://patentscout.innography.com/share/oX2XPjHcf2YZlmmXQZdFaA%3D%3D,G06F00306000,G06F0003061900,711004000,2020-10-01,2022-05-17,2022-05-17,2019-03-29,2019-03-29,2039-05-09,2020-10-01,2020-10-01,"Kannan, Hari"
US11561714,B1,"Storage efficiency driven migration","Pure Storage, Inc.",https://patentscout.innography.com/share/g1jp6ND5_8CzSM1et9f2Fg%3D%3D,G06F00306000,G06F0003060400,711004000,,2023-01-24,2023-01-24,2017-07-05,2017-07-05,2039-01-31,2023-01-24,2023-01-24,"Mertes, Lawrence|Sanvido, Marco"
US20230138462,A1,"Migrating similar data to a single data reduction pool","Pure Storage, Inc.",https://patentscout.innography.com/share/RoanW8rOh6gPv-EMeNHKvw%3D%3D,G06F00306000,G06F0003060400,711004000,2023-05-04,,2023-05-04,2017-07-05,2022-12-27,2037-07-05,2023-01-24,2023-01-24,"Mertes, Lawrence|Sanvido, Marco"
US20170169052,A1,"Proactive management of a plurality of storage arrays in a multi-array system","Pure Storage, Inc.",https://patentscout.innography.com/share/A_0l7Wa0R10Ubt_6ZMnU9w%3D%3D,G06F01730000,G06F0003060500,707000000,2017-06-15,2018-12-25,2017-06-15,2015-12-15,2015-12-15,2018-12-25,2017-06-15,2017-06-15,"Borowiec, Benjamin|Noonan, Terence"
US10162835,B2,"Proactive management of a plurality of storage arrays in a multi-array system","Pure Storage, Inc.",https://patentscout.innography.com/share/_OETQoU_ltWnksrBg5X-pw%3D%3D,G06F01700000,G06F0003060500,463000000,2017-06-15,2018-12-25,2018-12-25,2015-12-15,2015-12-15,2036-09-17,2017-06-15,2017-06-15,"Borowiec, Benjamin|Noonan, Terence"
US11030160,B1,"Projecting the effects of implementing various actions on a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/PLAxclMzLK_10sISCpcirA%3D%3D,G06F01618200,G06F0003060500,713340000,,2021-06-08,2021-06-08,2015-12-15,2018-12-05,2036-09-17,2017-06-15,2017-06-15,"Borowiec, Benjamin|Noonan, Terence"
US20210255996,A1,"Performance metric-based improvement of one or more conditions of a storage array","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/3YsAO_3PXjxvPrrop_CBRg%3D%3D,G06F01618200,G06F0003060500,713340000,2021-08-19,2023-12-05,2021-08-19,2015-12-15,2021-05-05,2023-12-05,2017-06-15,2017-06-15,"Borowiec, Benjamin|Noonan, Terence"
US11836118,B2,"Performance metric-based improvement of one or more conditions of a storage array","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/FICS5SHwkCwklLeV6ZeL0A%3D%3D,G06F01618200,G06F0003060500,713340000,2021-08-19,2023-12-05,2023-12-05,2015-12-15,2021-05-05,2036-04-19,2017-06-15,2017-06-15,"Borowiec, Benjamin|Noonan, Terence"
US20200319798,A1,"Segment level heterogeneity","Pure Storage, Inc.",https://patentscout.innography.com/share/jkCCBNwOdHylpDvkzQP_WQ%3D%3D,G06F00306000,G06F0003064000,711004000,2020-10-08,2023-10-03,2020-10-08,2019-04-03,2019-04-03,2023-10-03,2020-10-08,2020-10-08,"Gupta, Shantanu|Vaideeswaran, Sankara|Zou, Ding|Chan, Wing-yin|Lee, Robert"
US11775189,B2,"Segment level heterogeneity","Pure Storage, Inc.",https://patentscout.innography.com/share/db0U31acThCuvXUKQlnUHQ%3D%3D,G06F00306000,G06F0003064000,711004000,2020-10-08,2023-10-03,2023-10-03,2019-04-03,2019-04-03,2040-04-23,2020-10-08,2020-10-08,"Gupta, Shantanu|Vaideeswaran, Sankara|Zou, Ding|Chan, Wing-yin|Lee, Robert"
US20240004568,A1,"Striping data across erase blocks having differing sizes","Pure Storage, Inc.",https://patentscout.innography.com/share/9-slVYWrDLJhDDNNqa0jLg%3D%3D,G06F00306000,G06F0003064000,711004000,2024-01-04,,2024-01-04,2019-04-03,2023-09-15,2040-04-23,2020-10-08,2020-10-08,"Gupta, Shantanu|Vaideeswaran, Sankara|Zou, Ding|Chan, Wing-yin|Lee, Robert"
US20240020230,A1,"Intelligent subsegment formation in a heterogeneous storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/gfJ_pANNgE6T5gXOc9Y4Mg%3D%3D,G06F01202000,G06F0003061900,345543000,2024-01-18,,2024-01-18,2019-04-03,2023-09-29,2040-04-23,2024-01-18,2020-10-08,"Vaideeswaran, Sankara|Tofano, Jeffrey|Gao, Ying"
US10795598,B1,"Volume migration for storage systems synchronously replicating a dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/DhncKm1Ee3BlA5GhXtYJ6g%3D%3D,G06F00306000,G06F0003064700,711004000,,2020-10-06,2020-10-06,2017-12-07,2017-12-07,2037-12-07,2020-10-06,2020-10-06,"Vohra, Taher"
US11579790,B1,"Servicing input/output (‘i/o’) operations during data migration","Pure Storage, Inc.",https://patentscout.innography.com/share/pzmz4YxjYqv_XEW-D25gDA%3D%3D,G06F01208040,G06F0003064700,711004000,,2023-02-14,2023-02-14,2017-12-07,2020-09-18,2037-12-07,2020-10-06,2020-10-06,"Vohra, Taher"
US20230195349,A1,"Servicing input/output ('i/o') operations during data migration","Pure Storage, Inc.",https://patentscout.innography.com/share/ZiFu2jtLyb-GY8KQeHyIjg%3D%3D,G06F00306000,G06F0003064700,711004000,2023-06-22,2024-10-01,2023-06-22,2017-12-07,2023-02-13,2024-10-01,2020-10-06,2020-10-06,"Vohra, Taher"
US12105979,B2,"Servicing input/output (‘i/o’) operations during a change in membership to a pod of storage systems synchronously replicating a dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/JN7rOmDOOsHp5stwEMdpbg%3D%3D,G06F00306000,G06F0003064700,711004000,2023-06-22,2024-10-01,2024-10-01,2017-12-07,2023-02-13,2037-12-07,2020-10-06,2020-10-06,"Vohra, Taher"
US20240289038,A1,"Data path functions for data storage","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/kTBQforlB7nVpyKKGIh2JA%3D%3D,G06F00306000,G06F0003067000,711004000,2024-08-29,2024-12-10,2024-08-29,2023-02-28,2023-02-28,2024-12-10,2024-08-29,2024-08-29,"Pabón, Luis Pablo|Vohra, Taher"
US12164792,B2,"Data path functions for data storage","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/jLHTVNBzVbcGBpc_R6cA2g%3D%3D,G06F00306000,G06F0003067000,711004000,2024-08-29,2024-12-10,2024-12-10,2023-02-28,2023-02-28,2043-06-14,2024-08-29,2024-08-29,"Pabón, Luis Pablo|Vohra, Taher"
US20200327055,A1,"Hardware raid 5 of nvram dump","Pure Storage, Inc.",https://patentscout.innography.com/share/RkS3lePPWpzoKr4uQz-ZqA%3D%3D,G06F01208040,G06F0012080400,713340000,2020-10-15,2021-08-24,2020-10-15,2019-04-12,2019-04-12,2021-08-24,2020-10-15,2020-10-15,"Mao, Yuhong|Sears, Russell"
US11099986,B2,"Efficient transfer of memory contents","Pure Storage, Inc.",https://patentscout.innography.com/share/UUix1E_aWn1qLLji-tl-dA%3D%3D,G06F01208040,G06F0012080400,713340000,2020-10-15,2021-08-24,2021-08-24,2019-04-12,2019-04-12,2039-04-18,2020-10-15,2020-10-15,"Mao, Yuhong|Sears, Russell"
US20210357325,A1,"Efficient memory dump","Pure Storage, Inc.",https://patentscout.innography.com/share/UGdi49uKDfrZl4XetveIyA%3D%3D,G06F01208040,G06F0012080400,713340000,2021-11-18,2024-02-13,2021-11-18,2019-04-12,2021-07-22,2024-02-13,2020-10-15,2020-10-15,"Mao, Yuhong|Sears, Russell"
US11899582,B2,"Efficient memory dump","Pure Storage, Inc.",https://patentscout.innography.com/share/FEpPh-k_AGXNaehQbBdGTA%3D%3D,G06F01208040,G06F0012080400,713340000,2021-11-18,2024-02-13,2024-02-13,2019-04-12,2021-07-22,2039-04-18,2020-10-15,2020-10-15,"Mao, Yuhong|Sears, Russell"
US20170177253,A1,"Distributed transactions with token-associated execution","Pure Storage, Inc.",https://patentscout.innography.com/share/es1mfy-kHxcqQDPcBqyWUg%3D%3D,G06F00306000,G06F0003062200,711004000,2017-06-22,2018-06-26,2017-06-22,2015-12-22,2015-12-22,2018-06-26,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US10007457,B2,"Distributed transactions with token-associated execution","Pure Storage, Inc.",https://patentscout.innography.com/share/6RFTJCfeYd0O06ix877A5Q%3D%3D,G06F00312000,G06F0003062200,235432000,2017-06-22,2018-06-26,2018-06-26,2015-12-22,2015-12-22,2036-07-24,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US20180307422,A1,"Distributed transactions with token-associated execution","Pure Storage, Inc.",https://patentscout.innography.com/share/91SR6pCZBeYLp7cYc9szhQ%3D%3D,G06F00306000,G06F0003062200,711004000,2018-10-25,2020-03-24,2018-10-25,2015-12-22,2018-06-25,2020-03-24,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US10599348,B2,"Distributed transactions with token-associated execution","Pure Storage, Inc.",https://patentscout.innography.com/share/nkwFH65XDqZwjm6vwTVMxg%3D%3D,G06F01212600,G06F0003062200,713340000,2018-10-25,2020-03-24,2020-03-24,2015-12-22,2018-06-25,2035-12-22,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US20200225854,A1,"Distributed transactions with token-associated execution","Pure Storage, Inc.",https://patentscout.innography.com/share/XiljW7aIkCYABBjINAoGsw%3D%3D,G06F00306000,G06F0003062200,711004000,2020-07-16,2021-12-21,2020-07-16,2015-12-22,2020-03-23,2021-12-21,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US11204701,B2,"Token based transactions","Pure Storage, Inc.",https://patentscout.innography.com/share/vyxFDFVux3MVVICNjD9Dnw%3D%3D,G06F00306000,G06F0003062200,711004000,2020-07-16,2021-12-21,2021-12-21,2015-12-22,2020-03-23,2035-12-22,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US20220100399,A1,"Transaction processing with differing capacity storage","Pure Storage, Inc.",https://patentscout.innography.com/share/XXFfN8usx-AgA-7IMoNa2Q%3D%3D,G06F00306000,G06F0003062200,711004000,2022-03-31,2024-08-20,2022-03-31,2015-12-22,2021-12-10,2024-08-20,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US12067260,B2,"Transaction processing with differing capacity storage","Pure Storage, Inc.",https://patentscout.innography.com/share/ABe3xBVEA_g_hgBbW9zByQ%3D%3D,G06F00306000,G06F0003062200,711004000,2022-03-31,2024-08-20,2024-08-20,2015-12-22,2021-12-10,2035-12-22,2017-06-22,2017-06-22,"Hayes, John|Lee, Robert|Ostrovsky, Igor|Vajgel, Peter"
US20170185313,A1,"Intelligently compressing data in a storage array","Pure Storage, Inc.",https://patentscout.innography.com/share/6iAgMKwFop_7IsW4Qg4Obw%3D%3D,G06F00306000,G06F0003060800,711004000,2017-06-29,2019-07-09,2017-06-29,2015-12-28,2015-12-28,2019-07-09,2017-06-29,2017-06-29,"Golden, Christopher|Hankins, Richard|Karumbunathan, Aswin|Neelakantam, Naveen|Vachharajani, Neil"
US10346043,B2,"Adaptive computing for data compression","Pure Storage, Inc.",https://patentscout.innography.com/share/ReSGG5MfaV5WmqGwNUnONw%3D%3D,G06F00306000,G06F0003060800,711004000,2017-06-29,2019-07-09,2019-07-09,2015-12-28,2015-12-28,2036-06-09,2017-06-29,2017-06-29,"Golden, Christopher|Hankins, Richard|Karumbunathan, Aswin|Neelakantam, Naveen|Vachharajani, Neil"
US11281375,B1,"Optimizing for data reduction in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/jD1WjcyR46YJegpEGsUq1A%3D%3D,G06F00306000,G06F0003060800,711004000,,2022-03-22,2022-03-22,2015-12-28,2019-06-28,2035-12-28,2017-06-29,2017-06-29,"Golden, Christopher|Hankins, Richard|Karumbunathan, Aswin|Neelakantam, Naveen|Vachharajani, Neil"
US11593017,B1,"Protection of objects in an object store from deletion or overwriting","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/wznsnH9gXAR_z1BRqjFxpw%3D%3D,G06F00306000,G06F0003067000,711004000,,2023-02-28,2023-02-28,2020-08-26,2021-01-26,2041-06-07,2023-02-28,2023-02-28,"Chang, Shao-ting|Yang, Nicholas|Karr, Ronald"
US20230185474,A1,"Protection of objects in an object-based storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/IL3e7nEIlcWJ-JEdOIzJWw%3D%3D,G06F00306000,G06F0003067000,711004000,2023-06-15,2023-11-28,2023-06-15,2020-08-26,2023-02-06,2023-11-28,2023-02-28,2023-02-28,"Chang, Shao-ting|Yang, Nicholas|Karr, Ronald"
US11829631,B2,"Protection of objects in an object-based storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/ovfe2ltxOp8YTB37sQjulQ%3D%3D,G06F00306000,G06F0003067000,711004000,2023-06-15,2023-11-28,2023-11-28,2020-08-26,2023-02-06,2041-06-07,2023-02-28,2023-02-28,"Chang, Shao-ting|Yang, Nicholas|Karr, Ronald"
US20240045609,A1,"Protection of objects in an object-based storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/pw-0yhqD6OiNUdzJm9izLw%3D%3D,G06F00306000,G06F0003067000,711004000,2024-02-08,,2024-02-08,2020-08-26,2023-10-19,2024-12-11,2023-02-28,2023-02-28,"Chang, Shao-ting|Yang, Nicholas|Karr, Ronald"
US20230102541,A1,"Storage-aware optimization for serverless functions","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/O9SOAFKY9EsaFjZj9pk6ag%3D%3D,G06F00306000,G06F0003062200,711004000,2023-03-30,2023-06-20,2023-03-30,2021-09-30,2021-09-30,2023-06-20,2023-03-30,2023-03-30,"Vohra, Taher|Pabón, Luis Pablo"
US11681445,B2,"Storage-aware optimization for serverless functions","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Fdp1Uw2s3uajnvUDuBKPAw%3D%3D,G06F00306000,G06F0003062200,711004000,2023-03-30,2023-06-20,2023-06-20,2021-09-30,2021-09-30,2041-09-30,2023-03-30,2023-03-30,"Vohra, Taher|Pabón, Luis Pablo"
US20230273732,A1,"Storage optimization for serverless functions","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/prK6_CcBQClKKgkLTEOTWw%3D%3D,G06F00306000,G06F0003062200,711004000,2023-08-31,2024-12-24,2023-08-31,2021-09-30,2023-05-04,2024-12-24,2023-03-30,2023-03-30,"Vohra, Taher|Pabón, Luis Pablo"
US12175097,B2,"Storage optimization for serverless functions","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/LyG-10_SayOG4_ap8-uDtw%3D%3D,G06N02000000,G06F0003062200,711004000,2023-08-31,2024-12-24,2024-12-24,2021-09-30,2023-05-04,2041-09-30,2023-03-30,2023-03-30,"Vohra, Taher|Pabón, Luis Pablo"
US9710165,B1,"Identifying volume candidates for space reclamation","Pure Storage, Inc.",https://patentscout.innography.com/share/KgR-dLV-ZzPtcdd9VDQRPA%3D%3D,G06F00306000,G06F0003065200,711004000,,2017-07-18,2017-07-18,2015-02-18,2015-02-18,2035-10-08,2017-07-18,2017-07-18,"Lherault, Frederic|Vachharajani, Neil"
