Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US12293095,B2,"Storage device and data access method thereof","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/etx7MpOAjAEsrN7pHD7qMQ%3D%3D,G06F00306000,G06F0003061000,711004000,2025-02-27,2025-05-06,2025-05-06,2023-08-24,2023-11-22,2043-11-22,2023-11-28,2023-11-28,"Yan, Hao"
US20230376228,A1,"Techniques for sequential access operations","Micron Technology, Inc.",https://patentscout.innography.com/share/45_jOUOcmSeUnuMu2gzA-Q%3D%3D,G06F00306000,G06F0003065500,711004000,2023-11-23,2024-06-18,2023-11-23,2022-05-17,2022-05-17,2024-06-18,2023-11-23,2023-11-23,"Cariello, Giuseppe"
US12014073,B2,"Techniques for sequential access operations","Micron Technology, Inc.",https://patentscout.innography.com/share/Tw83YY-C5kjdi4YLOOQuCA%3D%3D,G06F00306000,G06F0003065500,711004000,2023-11-23,2024-06-18,2024-06-18,2022-05-17,2022-05-17,2042-06-14,2023-11-23,2023-11-23,"Cariello, Giuseppe"
CN111984200,B,"Mass video data storage system","Dalian University",https://patentscout.innography.com/share/YWXKdr6tbrY0zV1lmJxN9w%3D%3D,G06F00306000,G06F0003067000,711004000,2020-11-24,2024-04-12,2024-04-12,2020-08-28,2020-08-28,2040-08-27,2020-11-24,2020-11-24,"Liu, Yan|Cao, Xiaoqian"
CN107589918,A,"Method for using mixed memory system provides high storage performance","Suzhou Weiketao Information Technology Co., Ltd.",https://patentscout.innography.com/share/QrEKSx3KjBpSM-p20S9riQ%3D%3D,G06F00306000,G06F0003060000,711004000,2018-01-16,,2018-01-16,2017-10-12,2017-10-12,2020-09-18,2018-01-16,2018-01-16,"Zhang, Zhihua"
US20230385200,A1,"Efficient logical to physical mapping updates","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/yM_j-o-LxmYEFjKM8uoAiA%3D%3D,G06F01210090,G06F0012100900,713340000,2023-11-30,2025-03-04,2023-11-30,2022-05-26,2023-05-12,2025-03-04,2023-11-30,2023-11-30,"Agarwal, Dinesh Kumar|Agarwal, Leeladhar|Jacob, Lawrence Vazhapully"
US12242386,B2,"Efficient logical to physical mapping updates","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/w6RdmYQUxGd4lase3Wu8bw%3D%3D,G06F01210000,G06F0012100900,345568000,2023-11-30,2025-03-04,2025-03-04,2022-05-26,2023-05-12,2043-05-12,2023-11-30,2023-11-30,"Agarwal, Dinesh Kumar|Agarwal, Leeladhar|Jacob, Lawrence Vazhapully"
US20230384971,A1,"Data storage device and method for device-initiated hibernation","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/hsAbv-iCoIN-uRoM6pWizA%3D%3D,G06F00306000,G06F0003065900,711004000,2023-11-30,2024-07-23,2023-11-30,2022-05-24,2022-05-24,2024-07-23,2023-11-30,2023-11-30,"Hahn, Judah Gamliel|Navon, Ariel|Benisty, Shay"
CN117289862,A,"Host management method, device, device and medium","Suzhou Yuannao Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/MCtUwAKWP5DXwrgbmeHf5w%3D%3D,G06F00306000,G06F0003060400,711004000,2023-12-26,,2023-12-26,2023-09-21,2023-09-21,2043-09-21,2023-12-26,2023-12-26,"Hou, Fuguo|Yuan, Zhongke|Zhang, Zaili"
CN117149085,A,"Fast addressing method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/uUnZVlkBMGo_W42jiYZ_PA%3D%3D,G06F00306000,G06F0003061000,711004000,2023-12-01,2024-03-15,2023-12-01,2023-09-07,2023-09-07,2024-03-15,2023-12-01,2023-12-01,"Zhang, Yi|Liu, Xingbin"
CN117149085,B,"Fast addressing method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/eMQLLF5h9OHZaBjiQnaC1Q%3D%3D,G06F00306000,G06F0003061000,711004000,2023-12-01,2024-03-15,2024-03-15,2023-09-07,2023-09-07,2043-09-06,2023-12-01,2023-12-01,"Zhang, Yi|Liu, Xingbin"
CN107632941,A,"A method for improving write performance of flash memory","Heyangtek Cooperation Limited",https://patentscout.innography.com/share/iJJcqcqBGWhraOezCZz5gA%3D%3D,G06F01202000,G06F0012020000,345543000,2018-01-26,,2018-01-26,2017-08-16,2017-08-16,2022-04-08,2018-01-26,2018-01-26,"Yu, Anhua|Hou, Jiawei"
CN117348789,A,"Data access method, storage device, hard disk, storage system and storage medium","Chengdu Huawei Technology Co., Ltd.",https://patentscout.innography.com/share/F0HPpEZDaJvWTwB1-ZChPA%3D%3D,G06F00306000,G06F0003061600,711004000,2024-01-05,,2024-01-05,2022-06-27,2022-06-27,2042-06-27,2024-01-05,2024-01-05,"Xiang, Weijie|Yang, Ying|Chen, Junwei|Shi, Renren|Xie, Xin"
CN117348807,A,"Method, device, device and medium for prolonging service life of solid state hard disk","Shandong Yunhai Guochuang Cloud Computing Equipment Industry Innovation Center Co., Ltd.",https://patentscout.innography.com/share/bA53K8pXOL0jIWHnSK15Ig%3D%3D,G06F00306000,G06F0003061600,711004000,2024-01-05,,2024-01-05,2023-09-28,2023-09-28,2043-09-28,2024-01-05,2024-01-05,"Yang, Xiang|Hu, Yuanwei|Zhang, Chen"
CN107704211,A,"A magnetic-optical hybrid disc library and its management method and management system","Wuhan Guangyi Technology Co., Ltd.",https://patentscout.innography.com/share/9eWgjBo9FCbX1ooX4xbQNg%3D%3D,G06F00306000,G06F0003060700,711004000,2018-02-16,2020-12-04,2018-02-16,2017-10-31,2017-10-31,2020-12-04,2018-02-16,2018-02-16,"Cao, Qiang|Yao, Jie|Xie, Changsheng"
CN117389477,A,"Power large data ecological cloud storage system","Information And Communication Company, State Grid Xinjiang Electric Power Co., Ltd.",https://patentscout.innography.com/share/Kfu5bPJjcnX6DscUyRXNzA%3D%3D,G06F00306000,G06F0003061000,711004000,2024-01-12,,2024-01-12,2023-11-01,2023-11-01,2043-11-01,2024-01-12,2024-01-12,"Li, Hong|Wang, Tao|Guo, Jiangtao|Yang, Liu|Yang, Lidong"
CN117453129,A,"Zone reset optimization method based on zns ssds","Chongqing University Of Posts And Telecommunications",https://patentscout.innography.com/share/WjpWep1BPomsM9XyBNJTdQ%3D%3D,G06F00306000,G06F0003060800,711004000,2024-01-26,,2024-01-26,2023-10-30,2023-10-30,2043-10-30,2024-01-26,2024-01-26,"Long, Linbo|Shui, Pengju|He, Shuiyong|Shen, Jingcheng|Liu, Renping"
CN117492637,A,"Data writing method and solid hard disk","Xfusion Digital Technologies Co., Limited",https://patentscout.innography.com/share/fzH8hi3fGpb_3bfWfNuSQQ%3D%3D,G06F00306000,G06F0003061100,711004000,2024-02-02,,2024-02-02,2022-07-26,2022-07-26,2042-07-26,2024-02-02,2024-02-02,"Yan, Xueguo|Huang, Tao|Liang, Yonggui"
CN117492657,A,"Data up and down electricity processing method, system, device and computer storage medium","Shenzhen Dapustor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/nGyYTymIqLM0ow-t-BBUxA%3D%3D,G06F00306000,G06F0003061900,711004000,2024-02-02,,2024-02-02,2023-11-20,2023-11-20,2043-11-20,2024-02-02,2024-02-02,"Li, Yuxian|Zhou, Hui"
US10915458,B1,"Configuration of isolated regions or zones based upon underlying memory geometry","Radian Memory Systems LLC",https://patentscout.innography.com/share/XN83txODVjcsHgAIVuftVw%3D%3D,G06F00306000,G06F0012100900,711004000,,2021-02-09,2021-02-09,2014-09-09,2020-02-03,2036-12-13,2017-01-10,2014-07-31,"Lercari, Robert|Chen, Alan|Jadon, Mike|Robertson, Craig|Kuzmin, Andrey V."
US10996863,B1,"Nonvolatile memory with configurable zone/namespace parameters and host-directed copying of data across zones/namespaces","Radian Memory Systems LLC",https://patentscout.innography.com/share/9qKea0pfUHU5nI-CzFurwA%3D%3D,G06F00306000,G06F0003061600,711004000,,2021-05-04,2021-05-04,2013-01-28,2020-03-27,2033-02-14,2020-05-05,2014-07-31,"Kuzmin, Andrey V.|Chen, Alan|Lercari, Robert"
US11221961,B1,"Configuration of nonvolatile memory as virtual devices with user defined parameters","Radian Memory Systems LLC",https://patentscout.innography.com/share/C1tUVGQxHVTM5j7jVKtcAw%3D%3D,G06F01210090,G06F0012100900,713340000,,2022-01-11,2022-01-11,2014-09-09,2020-03-27,2035-10-11,2017-01-10,2014-07-31,"Lercari, Robert|Chen, Alan|Jadon, Mike|Robertson, Craig|Kuzmin, Andrey V."
US11269781,B1,"Programmable configuration of zones, write stripes or isolated regions supported from subset of nonvolatile/persistent memory","Radian Memory Systems LLC",https://patentscout.innography.com/share/hA_T-ps7p-Fbs1FEqgSt3A%3D%3D,G06F01210090,G06F0012100900,713340000,,2022-03-08,2022-03-08,2014-09-09,2020-02-19,2036-12-13,2017-01-10,2014-07-31,"Lercari, Robert|Chen, Alan|Jadon, Mike|Robertson, Craig|Kuzmin, Andrey V."
US11360909,B1,"Configuration of flash memory structure based upon host discovery of underlying memory geometry","Radian Memory Systems LLC",https://patentscout.innography.com/share/n8cutomuz8P-gkFRNw2rSg%3D%3D,G06F01210090,G06F0012100900,713340000,,2022-06-14,2022-06-14,2014-09-09,2020-08-19,2036-12-13,2017-01-10,2014-07-31,"Lercari, Robert|Chen, Alan|Jadon, Mike|Robertson, Craig|Kuzmin, Andrey V."
US20210173785,A1,"Storage device and method of operating the same","Sk Hynix Inc.",https://patentscout.innography.com/share/j46423OV7rq3G5FceU_2Kg%3D%3D,G06F00954000,G06F0012062300,713340000,2021-06-10,,2021-06-10,2019-12-04,2020-05-28,2022-07-26,2021-06-04,2021-06-04,"Jin, Yong|Kim, Ki Sun"
CN112905502,A,"Storage device and operation method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/ad41KB74MS9elqxtDbPDgQ%3D%3D,G06F01316000,G06F0012062300,713340000,2021-06-04,,2021-06-04,2019-12-04,2020-07-14,2023-08-29,2021-06-04,2021-06-04,"Jin, Yong|Kim, Ki-sun"
KR20210070054,A,"Storage device and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/r4Py0Ek_n0Lfk2vxHTr8SQ%3D%3D,G06F01206000,G06F0012062300,345571000,2021-06-14,,2021-06-14,2019-12-04,2019-12-04,2039-12-04,2021-06-04,2021-06-04,"Jin, Yong|Kim, Ki Sun"
US20140223084,A1,"Memory system and related method of operation","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/cWZD6LRalBHsgm6hkFd4xQ%3D%3D,G06F01202000,G06F0012024600,711103000,2014-08-07,,2014-08-07,2013-02-06,2014-01-15,2016-10-13,2014-08-07,2014-08-07,"Lee, Jin-hyuk|Woo, Yeong-jae"
US20210173776,A1,"System and method for facilitating data storage with low-latency input/output and persistent data","Alibaba Group Holding Limited",https://patentscout.innography.com/share/1CCjSbCyl_5hykYn3gDOlw%3D%3D,G06F01208040,G06F0012080400,713340000,2021-06-10,2021-12-21,2021-06-10,2019-12-05,2019-12-05,2021-12-21,2021-06-10,2021-06-10,"Li, Shu"
US11204869,B2,"System and method for facilitating data storage with low-latency input/output and persistent data","Alibaba Group Holding Limited",https://patentscout.innography.com/share/vO3pk-wwCsvz6diOHLWypg%3D%3D,G06F01208040,G06F0012080400,713340000,2021-06-10,2021-12-21,2021-12-21,2019-12-05,2019-12-05,2040-02-06,2021-06-10,2021-06-10,"Li, Shu"
CN117311486,A,"Interactive method and device for optical field display and optical field display system","Boe Technology Group Co., Ltd.",https://patentscout.innography.com/share/Eud2f6XN-hY87nJfzc9W9g%3D%3D,G06F00301000,G06F0003017000,715701000,2023-12-29,,2023-12-29,2022-06-22,2022-06-22,2042-06-22,2023-12-28,2023-12-28,"Wang, Xuefeng|Zhang, Hao|Miao, Jinghua|Fan, Qingwen|Chen, Lili"
US20230418493,A1,"Data storage device with data padding and safe and efficient alignment of data zones with data containers","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/EMP02uPUBsOeNXNem4sw6A%3D%3D,G06F00306000,G06F0003061900,711004000,2023-12-28,2024-06-11,2023-12-28,2022-06-27,2022-06-27,2024-06-11,2023-12-28,2023-12-28,"Burton, Scott|Wade, Daniel J.|Smith, Eric B."
US12008252,B2,"Data storage device with data padding and safe and efficient alignment of data zones with data containers","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/oWJ4cgfk96vtk5gcrXzSzA%3D%3D,G11B02018000,G06F0003061900,369053450,2023-12-28,2024-06-11,2024-06-11,2022-06-27,2022-06-27,2042-06-27,2023-12-28,2023-12-28,"Burton, Scott|Wade, Daniel J.|Smith, Eric B."
US11853203,B1,"Systems and methods with variable size super blocks in zoned namespace devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/yDBePkrVxwzc7mwqnZwCcw%3D%3D,G06F01202000,G06F0012025300,345543000,2023-12-28,2023-12-26,2023-12-26,2022-06-23,2022-06-23,2042-06-23,2023-12-26,2023-12-26,"Muthya Narahari, Avinash|Kumar Raja Murthy, Sampath|Deora, Aakar"
US20230418740,A1,"Systems and methods with variable size super blocks in zoned namespace devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/wUGZb99iJLW0YMnppuxddg%3D%3D,G06F01202000,G06F0012025300,345543000,2023-12-28,2023-12-26,2023-12-28,2022-06-23,2022-06-23,2023-12-26,2023-12-26,2023-12-26,"Muthya Narahari, Avinash|Kumar Raja Murthy, Sampath|Deora, Aakar"
CN117311647,A,"Realizing method based on zns solid hard disk raid","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/tTCe2YZWml90vr7kV6e-Dg%3D%3D,G06F00306000,G06F0003060700,711004000,2023-12-29,2024-03-15,2023-12-29,2023-11-30,2023-11-30,2024-03-15,2023-12-29,2023-12-29,"Qian, Peng|Liu, Xingbin|Xing, Peidong"
CN117311647,B,"Realizing method based on zns solid hard disk raid","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/h0Ikgfd8PyCJi8JrTgzZ3A%3D%3D,G06F00306000,G06F0003060700,711004000,2023-12-29,2024-03-15,2024-03-15,2023-11-30,2023-11-30,2043-11-29,2023-12-29,2023-12-29,"Qian, Peng|Liu, Xingbin|Xing, Peidong"
US20240012684,A1,"Memory disaggregation method, computing system implementing the method","Korea Advanced Institute Of Science And Technology",https://patentscout.innography.com/share/QlZHcsqTQTkC96KU-om8UA%3D%3D,G06F00950000,G06F0012066900,713340000,2024-01-11,,2024-01-11,2022-07-08,2023-01-30,2043-01-30,2024-01-11,2024-01-11,"Jung, Myoungsoo|Gouk, Donghyun"
KR20240007533,A,"Memory disaggregation method,and computing system implementing the method","Korea Advanced Institute Of Science And Technology",https://patentscout.innography.com/share/bDUzptloBrOqqywWUf3OPg%3D%3D,G06F01206000,G06F0012066900,345571000,2024-01-16,,2024-01-16,2022-07-08,2022-07-08,2042-07-08,2024-01-11,2024-01-11,"Jung, Myoungsoo|Gouk, Donghyun"
CN107870868,A,"Storage device and storage system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/KAZ3og_0P1ZLZSni3rfQqA%3D%3D,G06F01202000,G06F0012023800,345543000,2018-04-03,2023-09-29,2018-04-03,2016-09-22,2017-09-14,2023-09-29,2018-03-22,2018-03-22,"Hyuntae, Park|Jinhyeok, Choi|Hwaseok, Oh|Sungho, Seo|Youngmin, Lee|Ji-seung, Youn"
KR102760170,B1,"Storage device, user device including storage device, and operation method of user device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/wtr7VkGNyDOGYykdzSLA8w%3D%3D,G06F01202000,G06F0012023800,345543000,2018-04-02,2025-02-04,2025-02-04,2016-09-22,2016-09-22,2036-09-22,2018-03-22,2018-03-22,"Lee, Yeong-min|Youn, Ji Seung|Park, Hyuntae|Oh, Hwa Seok|Choi, Jin-hyeok"
US20210182207,A1,"Pivot approach for random read performances on wide host address range","Micron Technology, Inc.",https://patentscout.innography.com/share/mqWN5JIG1K7iWjeCTBofzw%3D%3D,G06F01210090,G06F0012023800,713340000,2021-06-17,2021-10-19,2021-06-17,2019-12-13,2019-12-13,2021-10-19,2021-06-17,2021-06-17,"D`eliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giuseppe|Laculo, Massimo|Drissi, Lalla Fatima"
CN112988616,A,"Reading order data from memory using a hinge table","Micron Technology Inc.",https://patentscout.innography.com/share/Y7KR1rKi09XMa6reAllF7w%3D%3D,G06F01202000,G06F0012023800,345543000,2021-06-18,2024-06-18,2021-06-18,2019-12-13,2020-12-09,2024-06-18,2021-06-17,2021-06-17,"Deliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giulio|Laculo, Massimo|Drissi, Lalla Fatima"
US11151052,B2,"Reading sequential data from memory using a pivot table","Micron Technology, Inc.",https://patentscout.innography.com/share/d-yz5GjpHt45MNpUrXZWpg%3D%3D,G06F01210090,G06F0012023800,713340000,2021-06-17,2021-10-19,2021-10-19,2019-12-13,2019-12-13,2039-12-24,2021-06-17,2021-06-17,"D'eliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giuseppe|Laculo, Massimo|Drissi, Lalla Fatima"
US20220027284,A1,"Reading sequential data from memory using a pivot table","Micron Technology, Inc.",https://patentscout.innography.com/share/RwLsd_nEWRSjRLryztT51Q%3D%3D,G06F01210090,G06F0012023800,713340000,2022-01-27,2023-06-13,2022-01-27,2019-12-13,2021-10-05,2023-06-13,2021-06-17,2021-06-17,"D'eliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giuseppe|Iaculo, Massimo|Drissi, Lalla Fatima"
US11675709,B2,"Reading sequential data from memory using a pivot table","Micron Technology, Inc.",https://patentscout.innography.com/share/OPAOZ0rw6V-vfopIPSes8Q%3D%3D,G06F01210090,G06F0012023800,713340000,2022-01-27,2023-06-13,2023-06-13,2019-12-13,2021-10-05,2039-12-13,2021-06-17,2021-06-17,"D'eliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giuseppe|Iaculo, Massimo|Drissi, Lalla Fatima"
CN112988616,B,"Reading sequential data from memory using a hinge table","Micron Technology Inc.",https://patentscout.innography.com/share/wdQOjTq6SXacJ1sw17R7Hg%3D%3D,G06F01202000,G06F0012023800,345543000,2021-06-18,2024-06-18,2024-06-18,2019-12-13,2020-12-09,2040-12-08,2021-06-17,2021-06-17,"D'eliseo, Giuseppe|Manganelli, Carminantonio|Papa, Paolo|Weinberg, Yoav|Ferrari, Giuseppe|Iaculo, Massimo|Drissi, Lalla Fatima"
KR20240012721,A,"Memory controller and memory system including the same","Sk Hynix Inc.",https://patentscout.innography.com/share/yA-kHZ1Jq4fovAZ8DkyTfQ%3D%3D,G06F00306000,G06F0003064000,711004000,2024-01-30,,2024-01-30,2022-07-21,2022-07-21,2042-07-21,2024-01-23,2024-01-23,"Dong, Min Bhan|Seon, Ju Lee"
CN103955267,B,"Light perspective augmented reality system in double-hand man-machine interaction method","Shanghai University",https://patentscout.innography.com/share/IpyRGH9Y9mxU_sCzVZd0MQ%3D%3D,G06F00301000,G06F0003010000,715701000,2014-07-30,2017-03-15,2017-03-15,2013-11-13,2013-11-13,2024-06-21,2014-07-30,2014-07-30,"Dong, Shiming|Yao, Jie|Li, Zeyu|Zhang, Dianhua|Zou, Yibo|Fu, Zhicheng|Huang, Chen|Chen, Yimin"
US20240028225,A1,"Data storage system with self tuning based on cluster analysis of workload features","Dell Products L.p.",https://patentscout.innography.com/share/XBmy1A0yaG6N1BSJli013Q%3D%3D,G06F00306000,G06F0003063100,711004000,2024-01-25,2024-10-22,2024-01-25,2022-07-20,2022-07-20,2024-10-22,2024-01-25,2024-01-25,"Dar, Shaul|Pandya, Paras|Vankamamidi, Vamsi K.|Martin, Owen"
US12124714,B2,"Data storage system with self tuning based on cluster analysis of workload features","Dell Products L.p.",https://patentscout.innography.com/share/PnFojkyhVE27F79MNerOSw%3D%3D,G06F00306000,G06F0003063100,711004000,2024-01-25,2024-10-22,2024-10-22,2022-07-20,2022-07-20,2042-07-20,2024-01-25,2024-01-25,"Dar, Shaul|Pandya, Paras|Vankamamidi, Vamsi K.|Martin, Owen"
CN117453152,A,"Zns solid state disk zone lba management method and algorithm of block management command","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/HyVwgwY7S3I-XxZDSqtnmA%3D%3D,G06F00306000,G06F0003062000,711004000,2024-01-26,2024-04-02,2024-01-26,2023-12-25,2023-12-25,2024-04-02,2024-01-26,2024-01-26,"Yang, Liang"
CN117453152,B,"Zns solid state disk zone lba management method and algorithm of block management command","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/jr8DtvPswgjMvTEYWN9Iog%3D%3D,G06F00306000,G06F0003062000,711004000,2024-01-26,2024-04-02,2024-04-02,2023-12-25,2023-12-25,2043-12-24,2024-01-26,2024-01-26,"Yang, Liang"
